Категория;Подкатегория;Группа;Подгруппа;Товар;Бренд;Максимальная продажная цена;Средняя цена продажи (руб)
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.24. Сыры десертные;135.16.24.15. Сыры десертные шт;БЗМЖ Перчик кр с мягким сыром в масле BURЁNKA CLUB 240г /260 г;Burenka Club; 429 ; 330 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;БЗМЖ  Сыр мягкий с белой плесенью из козьего и коровьего молока Козий Snack  la Franaise  President 50%, 90г;President; 429 ; 293 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;БЗМЖ Сыр CnD Козимир из козьего молока 45% 150г Россия;Coeur du Nord; 429 ; 380 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;БЗМЖ Сыр тв козий выдерж 6 мес  50% Частная сыроварня 130г;Частная сыроварня; 429 ; 403 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.16. Прочие сыры с белой плесенью (шт);Сыр Кубань-Плезир 50% 260г Россия;Фирма КАЛОРИЯ; 424 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;Сыр козий Danville 50% 180г Россия;Danville; 424 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Пармезан м.д.ж. 45% Mildar, 220гр;Mildar; 424 ; 318 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;Сыр Castelli Milano 47% 180г Россия;Castelli; 424 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;Сыр Натура Арла 25% (ж.с.45%)  цилиндр 1кг (Дания);Natura; 424 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр Danke Российский Традиционный 45% 400 гр Беларусь;Славяна; 424 ; 296 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр Danke Тильзитер 45% 400 гр Беларусь;Славяна; 424 ; 295 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Сулугуни Молвест 45% 300г Россия;Felicita; 424 ; 341 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.16. Прочие сыры с белой плесенью (шт);БЗМЖ Сыр мягкий с бел плес Буш 50% 350 гр Россия;Сыроварня Известная; 424 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.18. Камамбер (шт);БЗМЖ Сыр Coeur Du Nord Камамбер с плесенью 180г 45% Россия;Coeur du Nord; 424 ; 360 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;БЗМЖ Сыр CnD Валансэ из козьего молока 50% 90г Россия;Coeur du Nord; 424 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;БЗМЖ Сыр творож President Chevre коз мол 65% 140г Россия;President; 424 ; 293 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Laime Пармезан 40% 200г Россия;Laime; 419 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр PARMESAN выдержанный Карлов Двор 40%/45% Россия 150 гр;Карлов двор; 419 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр твердый Oldfort Карлов Двор 40%/45% Россия 150 гр;Карлов двор; 419 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Laime козий c тархуном 55% 125г Россия;Laime; 419 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Швейцарский Киприно 50% 250 гр;Киприно; 419 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр Брест-Литовск выдержанный твердый 45% 150г Беларусь;Брест- Литовск; 419 ; 373 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр Бюш ассорти из козьего и коровьего молока 4 вида 130г Россия;Coeur du Nord; 419 ; 284 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр Бюш ассорти из коровьего молока 4 вида 130г Россия;Coeur du Nord; 419 ; 344 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.12. Фета, брынза;135.13.12.15. Фета, брынза шт;БЗМЖ Сыр Hochland Фетакса в рассоле 45% 480г Россия;Хохланд; 419 ; 296 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.16. Прочие сыры с белой плесенью (шт);БЗМЖ Сыр WhiteCheese from Zhukovka Бресс Блю 60% 150г Россия;WhiteCheese from Zhukovka; 419 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.23. Сыры голубая плесень;135.16.23.16. Сыры голубая плесень шт;БЗМЖ Сыр с голубой плесенью Galbani 62% 125г;Galbani; 419 ; 274 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.24. Сыры десертные;135.16.24.15. Сыры десертные шт;БЗМЖ Оливки с мяг сыр в масле BURЁNKA CLUB 240г;Burenka Club; 419 ; 327 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.15. Колбасный сыр;135.19.15.15. Сыр колбасный шт;БЗМЖ Сыр Колбасный Орбита 40% 1кг Россия;орбита; 419 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Гойя Parmegrino Сheese Gallery 40% 250г Россия;Cheese Gallery; 414 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Кабош Maestro Battista Maturo 50% 7 мес 180 г Россия;Кабош; 414 ; 359 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Кабош Perla di Latte Intensiva 50% 6 мес 180 г Россия;Кабош; 414 ; 328 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Реджано 50% 180 гр ТМ Киприно;Киприно; 414 ; 284 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;Сыр Сыробогатов Пармезан 40% 270г Россия;Сыробогатов; 414 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.12. Сыры сычужные полутвердые весовые;БЗМЖ Сыр Голландский Бон Плезир 45% Россия, кг;БОН ПЛЕЗИР; 414 ; 368 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр копченый Сулугуни Elnuar 45%  300 г Россия;el'Nuar; 414 ; 326 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ сыр Умалат Четук 45% 370г в/у Россия;Унагранде; 414 ; 311 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.16. Прочие сыры с белой плесенью (шт);БЗМЖ Сыр Монблан с бел.плес.50% 200г;Fratelli Spirini; 414 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр твёрдый 'Пармезан' 6 мес. Mario Parmigiani 48% 180г;Mario Parmigiani; 409 ; 367 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр орех-сладкий Lustenberger 1862 50% 110г Швейцария;Lustenberger; 409 ; 312 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Гиагинский МЗ Сулугуни 40% 350г Россия;ГИАГИНСКИЙ молзавод; 409 ; 335 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Сулугуни 40% 300г КМЗ Россия;КМЗ; 409 ; 348 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;БЗМЖ Сыр Bonfesto Кремчиз 70% 500г Беларусь;Bonfesto; 409 ; 409 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;БЗМЖ Сыр творож Hochland д/кулинар 65% 400г Россия;Хохланд; 409 ; 293 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;БЗМЖ Сыр Моцарелла Грандиоза в воде Unagrande' 45% / 50% 200г Россия;Unagrande; 409 ; 232 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.16. Прочие сыры с белой плесенью (шт);БЗМЖ Сыр Петаль АТОН с белой плесенью  60% Россия 125гр;Атон; 409 ; 288 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.18. Камамбер (шт);БЗМЖ Сыр Камамбер 50% Natura Selection 125г Россия;Natura; 409 ; 229 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.23. Сыры голубая плесень;135.16.23.16. Сыры голубая плесень шт;БЗМЖ Сыр  Горгонзола Городецкая сыроварня 50%, 150г;Городецкая Сыроварня; 409 ; 350 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;БЗМЖ Сыр мягкий KO&CO ПЕПЕЛЬНЫЙ КОНУС из козьего молока с плесенью в золе 45%, 125гр;ko&co; 409 ; 339 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плав Hochland с ветчиной 55% 400г пл/в Россия;Хохланд; 409 ; 256 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плав Hochland с грибами 55% 400г пл/в Россия;Хохланд; 409 ; 260 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;БЗМЖ Сыр плав Hochland сливочный 55% 400г пл/в Россия;Хохланд; 409 ; 256 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Laime Брюннехас 45% 180г Россия;Laime; 404 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Белебеевский 450 г;Белебеевский; 404 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Купеческий 450 г;Белебеевский; 404 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Тысяча Озёр Сливочный 50% 240г Россия;Тысяча озер; 404 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Тысяча Озёр Утренний 45% 240г Россия;Тысяча озер; 404 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Умалат Сулугуни 45% 280г в/у Россия;Унагранде; 404 ; 258 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;БЗМЖ Сыр творожный Violette Кремчиз сливочный 70% 400г Россия;Violette; 404 ; 289 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;БЗМЖ Сыр Galbani Mozzarella Maxi 45% 250г Россия;Galbani; 404 ; 275 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;БЗМЖ Сыр Moloko Group Буррата 50% 150г Россия;Moloko Group; 404 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.15. Колбасный сыр;135.19.15.15. Сыр колбасный шт;БЗМЖ Сыр плав колб копч Ирбитский МЗ 40% 1кг Россия;Ирбитский МЗ; 404 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Алтайский 50% ТМ Киприно 200 гр Россия;Киприно; 399 ; 314 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Гранд Премьер 50% MOLOKO GROUP 200г Россия;Moloko Group; 399 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Грюйер молодой 50% (3 месяца) 'Сыроварня Липин Бор' 180г;Сыроварня Липин Бор; 399 ; 313 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Манчего дель руссо 50% (3 месяца) 'Сыроварня Липин Бор'  180г;Сыроварня Липин Бор; 399 ; 314 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр тверд Грюнбергер 50% RSC  170г Швейцария;Real Swiss Cheese; 399 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр твердый  Дюрр 6 мес 50 %  200 г Россия;Эконива; 399 ; 346 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Швейцарский 45% 150 г LAIME Швейцария;Laime; 399 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Швейцарский 50% 200 гр Россия;Киприно; 399 ; 304 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт; БЗМЖ Сыр Алтайский Киприно 50% 250 гр;Киприно; 399 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Ларец с лисичками 45%, кусок 245г;Ларец; 399 ; 336 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Ларец с чили и паприкой 45%, кусок 245г;Ларец; 399 ; 314 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр Ле Суперб Швейцарский 49% 180г Швейцария;Le Superb; 399 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр полутвердый TOME de BUA с черным трюфелем 41%, 200г;TOME de BUA; 399 ; 334 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;Сыр Морбье Sotulaifrom 46% 175г Тунис;Сотюлефром; 399 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;БЗМЖ Сыр Viola Голландский 45% 270г нарезка Россия;Viola; 399 ; 298 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;БЗМЖ Сыр Viola Российский 50% 270г нарезка Россия;Viola; 399 ; 299 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр E-Piim Эстонский 45% 500г слайс Россия;E-piim; 399 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр Ларец с бел гриб 50%, кусок 245г;Ларец; 399 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.12. Фета, брынза;135.13.12.15. Фета, брынза шт;БЗМЖ Сыр Сербская брынза 45% 570г Сербский дом;Сербский дом; 399 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Домашний 'Чабан' 45% 400г;Чабан; 399 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Село Зеленое Сулугуни Копчен 40% 280 гр;Село Зеленое; 399 ; 297 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Скаморца 46% 250г;Fratelli Spirini; 399 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;БЗМЖ Мягкий сыр Лябан ассорти 380г НАТУРАЛЕНЪ;Натураленъ; 399 ; 371 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;БЗМЖ Мягкий сыр Лябан грибной 380г НАТУРАЛЕНЪ;Натураленъ; 399 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;БЗМЖ Мягкий сыр Лябан прованс  380г НАТУРАЛЕНЪ;Натураленъ; 399 ; 366 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;БЗМЖ Сыр Кремчиз сливочный 70% CLASSIC 400г Bonfesto Беларусь;Bonfesto; 399 ; 334 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;БЗМЖ Сыр мягкий Chef Works 40% 800гр, Беларусь;Chef Works; 399 ; 386 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.20. Рикотта (шт);Сыр Pretto Рикотта зернистая 30% 1кг Россия;Pretto; 399 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;БЗМЖ Сыр Буррата FORMAGGI 150г контейнер;Formaggi; 399 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.20. Сыры белая плесень;135.16.20.16. Прочие сыры с белой плесенью (шт);БЗМЖ Сыр Крем Блю BURENKA CLUB 60% 125г Россия;Burenka Club; 399 ; 332 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.23. Сыры голубая плесень;135.16.23.16. Сыры голубая плесень шт;БЗМЖ Сыр Moloko Group Горгонзола Дольче 55% 200г Россия;Moloko Group; 399 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;БЗМЖ Сыр G-balance козий 40% 250г Россия;G-balance; 399 ; 292 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.32. Сыры из смешанного, козьего, овечьего молока;135.16.32.16. Сыры из смешанного молока шт;БЗМЖ Сыр G-balance овечий 40% 250г Россия;G-balance; 399 ; 276 
135. Сыры;135.21. Сыры с ЗМЖ;135.21.11. Сыры с ЗМЖ;135.21.11.12. Сыры с ЗМЖ  шт;СЗМЖ Продукт сырный Новый Нити 45% 1кг Россия;Новый; 399 ;
135. Сыры;135.20. Фермерские сыры;135.20.11. Фермерские сыры;135.20.11.11. Фермерские сыры шт.;БЗМЖ Сыр Артельные сыроварни Канестрато 42% 200гРоссия;Артельные сыроварни; 398 ;
135. Сыры;135.20. Фермерские сыры;135.20.11. Фермерские сыры;135.20.11.11. Фермерские сыры шт.;БЗМЖ Сыр Артельные сыроварни Качотта 45% 200г Россия;Артельные сыроварни; 398 ;
135. Сыры;135.20. Фермерские сыры;135.20.11. Фермерские сыры;135.20.11.11. Фермерские сыры шт.;БЗМЖ Сыр Артельные сыроварни Халуми 45% 200г Россия;Артельные сыроварни; 398 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр твердый Кабош Grande Fortezza 12 мес 50% 200 г;Кабош; 394 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр фасованный полутвердый Laplandia ProBio+ с пробиотиком.  45 %, 180г;Laplandia; 394 ; 257 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр фасованный полутвердый Laplandia ProTein.  33%, 180г;Laplandia; 394 ; 275 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;БЗМЖ Сыр Ламбер Тильзитер 50% 150г нарезка Россия;Ламбер; 394 ; 237 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Hansdorf Маасдам Тильзитер ассорти 45% 350г нарезка Россия;Hansdorf; 394 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт; БЗМЖ Сыр Сулугуни копчёный 45% Первый Вкус 290г;Первый Вкус; 394 ; 295 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.12. Моцарелла для пиццы шт.;БЗМЖ Сыр Galbanni для пиццы 40% 250г Россия;Galbani; 394 ;
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.23. Сыры голубая плесень;135.16.23.16. Сыры голубая плесень шт;БЗМЖ Сыр Natura Selection  с голубой плесенью 60%  100г;Natura; 394 ; 238 
135. Сыры;135.21. Сыры с ЗМЖ;135.21.11. Сыры с ЗМЖ;135.21.11.11. Сыры с ЗМЖ  вес;СЗМЖ Молокосодержащий продукт с ЗМЖ Папа сыр По-Российски классический 50% 1кг Россия;Папа сыр; 394 ;
135. Сыры;135.21. Сыры с ЗМЖ;135.21.11. Сыры с ЗМЖ;135.21.11.11. Сыры с ЗМЖ  вес;СЗМЖ Молокосодержащий продукт с ЗМЖ Папа сыр Сливочный 50% 1кг Россия;Папа сыр; 394 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.12. Сыры сычужные твердые весовые;Сыр твердый Гойя 40%, кг Сваля;Сваля; 389 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Parme Пармезан кубики 43% 170г Аргентина;Parme; 389 ;
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр Пармезан Natura Selection 32%/45% 150г Россия;NATURA SELECTION; 389 ; 275 
135. Сыры;135.10. Сычужные сыры;135.10.12. Сыры сычужные твердые;135.10.12.15. Сыры сычужные твердые шт;БЗМЖ Сыр твёрдый Viola Royal cheese collection Classic  40% 200г Россия;Viola; 389 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;БЗМЖ Сыр п/тв Чеддер 50% RSC 170г Швейцария;Real Swiss Cheese; 389 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр плав Viola с колбасками гриль 50% 400г Россия;Viola; 389 ; 231 
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.23. Промо, in-out;БЗМЖ Сыр с том и баз Oldenburger 50%, 350г;Oldenburger; 389 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр  Село Зеленое Сулугуни  40% 300 гр;Село Зеленое; 389 ; 297 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Предгорье Кавказа Сулугуни 45% 300г Россия;Предгорье Кавказа; 389 ; 340 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.13. Сулугуни, чечил, адыгейский;135.13.13.15. Сулугуни, чечил, адыгейский шт;БЗМЖ Сыр Сулугуни Долголетие 45% 300 г Россия;Долголетие; 389 ; 306 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.20. Рикотта (шт);БЗМЖ Сыр Pretto Рикотта 45% 500г пл/ст Россия;Pretto; 389 ; 225 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.22. Маскарпоне (шт);БЗМЖ Сыр Bonfesto Mascarpone мягкий 78% 250г Беларусь;Bonfesto; 389 ; 300 
135. Сыры;135.16. Деликатесные, десертные сыры;135.16.23. Сыры голубая плесень;135.16.23.16. Сыры голубая плесень шт;БЗМЖ Сыр Bridel Blue Cheese с голубой плесенью 54% 100г Россия;Bridel; 389 ; 214 
