Категория;Подкатегория;Группа;Подгруппа;Товар;Бренд;Максимальная продажная цена;Средняя цена продажи (руб)
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Сливочное утро Голландский 45% 100г нарезка;Сливочное утро; 82 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.18. Сыры сычужные полутвердые нарезка шт;Сыр Сливочное утро Российский 50% 100г нарезка;Сливочное утро; 82 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый Карат Волна 45% 90г фольга Россия;КАРАТ; 81 ; 56 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый Карат Дружба 45% 90г фольга Россия;КАРАТ; 81 ; 55 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;БЗМЖ Сыр Сибирский балык с укропом и чесноком 100г Россия;Сибирский; 81 ;
135. Сыры;135.10. Сычужные сыры;135.10.15. Сыры сычужные полутвердые;135.10.15.15. Сыры сычужные полутвердые шт;Сырный продукт Милково Летучий голландец 45% 200г Россия;Милково; 80 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;БЗМЖ Сыр Шаз Косичка копченый деревенск 40% 100г Россия;Шаз; 80 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;БЗМЖ Сыр Шаз Спагетти копченый деревенск 40% 100г Россия;Шаз; 80 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;БЗМЖ Сыр Шаз Спагетти с аджикой деревенск 40% 100г Россия;Шаз; 80 ;
135. Сыры;135.21. Сыры с ЗМЖ;135.21.11. Сыры с ЗМЖ;135.21.11.12. Сыры с ЗМЖ  шт;СЗМЖ Продукт плавленый с сыром ОКЕЙ Daily колбасный копченый 400г ;ТЧН!; 80 ; 69 
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Сыр творожный Лукоморье маринованный огурчик 52% 150г;Лукоморье; 79 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;"Сыр творожный с зеленью и чесноком ""Лукоморье"" 52% 150 гр";Лукоморье; 79 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.20. Сыр плавленый тосты;Сыр плавленый Rokler сливочный 150г слайс;Rokler; 79 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;БЗМЖ Сыр Сибирский балык с аджикой 100г Россия;Сибирский; 79 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.14. Творожные сыры;135.13.14.16. Сыры творожные шт.;Сыр творожный Arla Natura легкий 17% 150г;Arla; 78 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Сыр плавленый Плавыч Ветчина 60% 180г Россия;Плавыч; 78 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Сыр плавленый Плавыч Сливочный 60% 180г Россия;Плавыч; 78 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый Маасдам 50%, фольга 90г Продукты из Елани;Продукты из Елани; 77 ; 64 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Сыр плавленый Главплавсыр с ветчиной 40% 200г Россия;ГЛАВПЛАВСЫР; 77 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.14. Сыр плавленый ванночка;Сыр плавленый Главплавсыр с грибами 40% 200г Россия;ГЛАВПЛАВСЫР; 77 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый  Голландский, 35%, 90г;Продукты из Елани; 77 ; 63 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый  Маасдам, 35%, 90г;Продукты из Елани; 77 ; 63 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый  с луком, 35%, 90г;Продукты из Елани; 77 ; 62 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый с ветчиной 'КАРАТ' м.д.ж. в с.в. 45%, 90 г, шт;КАРАТ; 77 ; 53 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.11. Плавленый сыр;135.19.11.11. Сыр плавленый фольга;БЗМЖ Сыр плавленый с лососем 'КАРАТ' м.д.ж. в с.в. 45%, 90 г, шт;КАРАТ; 77 ; 57 
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;БЗМЖ Сыр копченый Косичка Сибирский 100г Россия;Сибирский; 77 ;
135. Сыры;135.13. Творожные и рассольные сыры;135.13.15. Моцарелла;135.13.15.10. Моцарелла, буратта свежая шт.;БЗМЖ Сыр Granabella Боккончини Моцарелла 40% 125г Россия;Granabella; 76 ;
135. Сыры;135.19. Плавленые, копченые, колбасные  сыры;135.19.18. Копченый сыр;135.19.18.15. Сулугуни, чечил, адыгейский копченый шт;БЗМЖ Сыр копченый Балык Сибирский 100г Россия;Сибирский; 76 ;
